ts_utc,ts_almaty,yandex_score,yandex_trend,yandex_jam_km,dgis_score,ev_crash,ev_roadwork,ev_restriction,ev_comment,ev_other
2026-08-31T12:56,2026-08-31T17:56,7,0,148.2,8,93,32,296,119,6
2026-08-31T15:22,2026-08-31T20:22,6,0,,5,146,28,302,196,9
